I
1000 Generated by WorldEditor
1 7452 0 0 WXX4 Unnamed Star Mountains
100 20.12 4 0 0.00 0 0 0 12 -04.79306700 140.69306200 0 0 0 0 0 0 30 -04.79550700 140.69562200 0 0 0 0 0 0
110 4 0.00 0.0000 New Taxiway 16
111 -04.79499722 140.69577782
111 -04.79515729 140.69586720
111 -04.79503691 140.69601717
113 -04.79491437 140.69582055
110 4 0.00 0.0000 New Taxiway 25
111 -04.79500241 140.69546132
112 -04.79497976 140.69535878 -04.79493429 140.69529882
112 -04.79489256 140.69525028 -04.79487632 140.69520530
112 -04.79491607 140.69519193 -04.79493036 140.69519128
112 -04.79503071 140.69534268 -04.79504108 140.69537446
112 -04.79510314 140.69542788 -04.79510605 140.69546750
113 -04.79507962 140.69548833
110 4 0.00 0.0000 New Taxiway 19
111 -04.79500250 140.69546120
111 -04.79507966 140.69548830
111 -04.79502829 140.69554885
113 -04.79496795 140.69550702
110 5 0.00 0.0000 New Taxiway 18
111 -04.79508643 140.69576517
111 -04.79524328 140.69578047
111 -04.79519035 140.69588916
111 -04.79512305 140.69590910
111 -04.79515202 140.69586664
113 -04.79507022 140.69581859
110 5 0.00 0.0000 New Taxiway 17
111 -04.79524327 140.69578048
111 -04.79552279 140.69586092
111 -04.79541938 140.69612499
113 -04.79512548 140.69590647
110 4 0.00 0.0000 New Taxiway 28
111 -04.79545198 140.69561978
111 -04.79544177 140.69565940
112 -04.79545876 140.69584252 -04.79558952 140.69590761
111 -04.79533982 140.69583342
111 -04.79527345 140.69580803
112 -04.79524286 140.69578044 -04.79528993 140.69576994
112 -04.79530691 140.69572759 -04.79531005 140.69572339
112 -04.79528890 140.69552438 -04.79525647 140.69547504
113 -04.79528703 140.69545150
110 4 0.00 0.0000 New Taxiway 15
111 -04.79512060 140.69590245
111 -04.79541939 140.69612499
111 -04.79519974 140.69639098
113 -04.79491833 140.69615724
110 3 0.00 0.0000 New Taxiway 23
111 -04.79565580 140.69554085
111 -04.79534340 140.69650570
111 -04.79507102 140.69634374
111 -04.79500392 140.69630311
111 -04.79496302 140.69627348
111 -04.79492879 140.69623062
111 -04.79487928 140.69615096
111 -04.79479468 140.69597964
111 -04.79486060 140.69588613
111 -04.79489075 140.69583014
111 -04.79491347 140.69577396
111 -04.79494149 140.69569201
111 -04.79497812 140.69561295
111 -04.79500910 140.69555350
111 -04.79508429 140.69546268
111 -04.79515112 140.69540260
111 -04.79473589 140.69485628
111 -04.79461957 140.69474775
113 -04.79474000 140.69463656
110 5 0.00 0.0000 New Taxiway 8
111 -04.79472308 140.69518509
111 -04.79458165 140.69531767
111 -04.79439981 140.69512095
113 -04.79451909 140.69498879
110 3 0.00 0.0000 New Taxiway 24
111 -04.79498380 140.69565191
112 -04.79487402 140.69552111 -04.79489270 140.69546574
112 -04.79487825 140.69539356 -04.79485256 140.69531280
112 -04.79478468 140.69533770 -04.79472443 140.69530650
112 -04.79457110 140.69536451 -04.79451805 140.69526371
112 -04.79437141 140.69513309 -04.79434671 140.69497817
111 -04.79459866 140.69476015
111 -04.79520359 140.69537094
113 -04.79502133 140.69555777
130 Airport Boundary 13
111 -04.79566237 140.69552526
111 -04.79533085 140.69656415
111 -04.79497607 140.69636571
111 -04.79437120 140.69519841
111 -04.79295208 140.69319650
113 -04.79314401 140.69292802
14 -04.79551158 140.69564691 6.56 0 Unnamed Viewpoint
1300 -04.79545624 140.69556654 313.70 misc turboprops|props|helos Runway 30
19 -04.79538676 140.69532068 0 Windsock
99
