I
850 Generated by WorldEditor 2.3.1r1

1     32 0 0 XAY0003 Awaba
1302 city Awaba
1302 country Papua New Guinea
1302 datum_lat -8.00611
1302 datum_lon 142.748352
1302 gui_label 3D
1302 iata_code AWB
1302 icao_code 
1302 local_authority 
1302 local_code AWB
1302 region_code AY
1302 state Western (Fly River)
1302 transition_alt 20000
1302 transition_level 21000
1302 flatten 1
100 30.00 3 0 0.00 0 0 0 01 -08.01598071  142.75179150    0    0 0 0 0 0 19 -08.00982924  142.75248940    0    0 0 0 0 0
110 3 0.00 190.0000 New Taxiway 22
111 -08.01164252  142.75237702
111 -08.01284995  142.75223333
112 -08.01263428  142.75243772 -08.01249449  142.75245042
112 -08.01197628  142.75251189 -08.01193482  142.75251734
111 -08.01197628  142.75251189
112 -08.01197628  142.75251189 -08.01180342  142.75252722
113 -08.01163000  142.75237449
130 Airport Boundary 21
111 -08.01600675  142.75198983
111 -08.01598872  142.75208088
111 -08.01238593  142.75247419
111 -08.01103995  142.75263139
111 -08.00979214  142.75283342
111 -08.00972442  142.75235036
111 -08.00980376  142.75233579
111 -08.00981458  142.75226295
111 -08.01594905  142.75156371
111 -08.01596708  142.75160378
111 -08.01612576  142.75161834
113 -08.01632051  142.75194976
14 -08.01185731  142.75247509  16.40 0 New Tower Viewpoint 107
1300 -08.01219153  142.75243827 180.00 misc turboprops|props|helos New Ramp Start
1301 A none 
19 -08.01574875  142.75207080 0 New Windsock 106
19 -08.01109744  142.75258685 0 New Windsock 105
99
