I
1100 Generated by WorldEditor
1 13 0 0 WASI Inanwatan
100 21.03 15 0 1.50 0 0 0 08 -02.12762184 132.15765224 0 0 1 0 0 0 26 -02.12720959 132.16317757 0 0 1 0 0 0
110 2 1.50 173.0700 New Taxiway 34
111 -02.12717318 132.16317600
111 -02.12718449 132.16310081
111 -02.12729113 132.16311294
113 -02.12728063 132.16318247
110 1 1.50 85.7300 New Taxiway 33
111 -02.12711431 132.16316914
111 -02.12752595 132.15754086
111 -02.12772632 132.15755804
111 -02.12745699 132.16115616
112 -02.12749005 132.16121445 -02.12750265 132.16122547
112 -02.12750737 132.16125068 -02.12750422 132.16126801
111 -02.12744167 132.16133029
111 -02.12730486 132.16318327
111 -02.12728063 132.16318247
111 -02.12729113 132.16311294
111 -02.12718449 132.16310081
113 -02.12717318 132.16317600
14 -02.12752298 132.16110405 6.56 0 New Tower Viewpoint 28
1300 -02.12747680 132.16126137 40.60 gate turboprops|props New Ramp Start 26
19 -02.12755924 132.16253579 0 New Windsock 27
99
