A
1000 Generated by WorldEditor

1   5200 0 0 WA0P Okhika
100 32.00 3 0 1.80 0 0 0 1 -04.66704088  140.67645237    0    0 0 0 0 0 19 -04.66228233  140.67759507    0    0 0 0 0 0
110 3 1.20 51.3400 New Taxiway 136
111 -04.66397329  140.67716901
111 -04.66408891  140.67727213
112 -04.66399898  140.67738039 -04.66399898  140.67738555
112 -04.66423793  140.67768973 -04.66425077  140.67770777
112 -04.66410946  140.67779026 -04.66407863  140.67782893
111 -04.66405808  140.67801196
112 -04.66337979  140.67751702 -04.66338493  140.67750928
112 -04.66358533  140.67749382 -04.66367782  140.67750155
112 -04.66378060  140.67748866 -04.66381400  140.67748093
113 -04.66387052  140.67733915
110 3 1.20 13.4600 New Taxiway 137
112 -04.66652073  140.67668760 -04.66649255  140.67667159
111 -04.66554457  140.67669696
112 -04.66573731  140.67651604 -04.66581192  140.67645990
112 -04.66586788  140.67647238 -04.66594560  140.67647550
112 -04.66610104  140.67646302 -04.66618498  140.67645678
112 -04.66646167  140.67635697 -04.66651763  140.67636633
112 -04.66690934  140.67626339 -04.66698084  140.67626027
112 -04.66715804  140.67660026 -04.66717670  140.67666264
112 -04.66689379  140.67680613 -04.66681296  140.67681236
113 -04.66658913  140.67672815
1300 -04.66395017  140.67734430 315.00 gate turboprops|props New Ramp Start 113
99
